importId;prodProcess_code;name;priority;workCenter_code;description;minCapacityPerCycle;maxCapacityPerCycle;durationPerCycle_seconds
;PP-FP6013-1;FILETEADORA F13;7;"FILETEADORA ";"PROCESO DELANTERO: SE FILETEA TODO EL CONTORNO DEL ALETILLON FIJANDOLO AL CIERRE
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : FILETE PERLA ALETILLON EXTERNO 200 X H";0;0;0
;PP-FP6013-1;ALFILERADO A1;8;ALFILERADO;"PROCESO DELANTERO: ALFILERAR DELANTERO DE ACUERDO A REFERENCIA SEGUN EL MANUAL
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR DELANTERO 40 X H";0;0;0
;PP-FP6013-1;ALFILERADO AC;9;ALFILERADO;"PROCESO DELANTERO: ALFILERAR COPAS CON REFUERZOS DE COPAS PARTE INFERIOR DE LAS COPAS (LAS COPAS VAN X 1 TELA)
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR COPAS CON REFUERZOS DE COPAS";0;0;0
;PP-FP6013-1;ALFILERADO AP;10;ALFILERADO;"PROCESO DELANTERO: ALFILERAR POSTERIOR COMPLETO SEGUN REFERENCIA, VER MANUAL
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR POSTERIOR 40 X H";0;0;0
;PP-FP6013-1;ALFILERADO A3;11;ALFILERADO;"PROCESO DELANTERO: POSICIONAR CORRECTORES DE POSTURA DE ACUERDO A LOS PIQUETES DEL POSTERIOR DE LA PRENDA, TENIENDO EN CUENTA EL CENTRO DEL CRUCE DE COSTURAS
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR CORRECTORES DE POSTURA 50 X H";0;0;0
;PP-FP6013-1;COLLARIN (3 AGUJAS) C12;12;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: SE FIGURA DELANTERO DE INICIO A FIN EN LA PARTE INFERIOR ASEGURÁNDOSE DE QUE LAS COSTURAS NO REVIENTEN Y LA PUNTADA ESTE UNIFORME
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURAR DELANTERO 75 X H";0;0;0
;PP-FP6013-1;COLLARIN (3 AGUJAS) C13;13;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: SE FIGURA DE INICIO A FIN X4 TENIENDO EN CUENTA QUE EL CENTRO DE LAS COSTURAS EN EL CRUCE QUEDE PAREJO 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURAR CORRECTORES DE POSTURA 30 X H";0;0;0
;PP-FP6013-1;ALFILERADO A4;14;ALFILERADO;"PROCESO DELANTERO: MARCAR FIGURADOS Y/O PINZAS SEGUN EL MANUAL DE LA REFERENCIA
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : MARCAR FIGURADOS Y/O PINZAS (COLA X2 75 X H, X3 60,TV X 2 100)";0;0;0
;PP-FP6013-1;PLANA P5;15;PLANA;"PROCESO DELANTERO: SE HACEN LAS PINZAS EN PUNTADA ....... ESTIRANDO LA TELA DE ACUERDO LOS PIQUETES O MARCA
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : PINZA X2 30 X H, X3 25 X H";0;0;0
;PP-FP6013-1;FILETEADORA F1;16;"FILETEADORA ";"PROCESO DELANTERO: SE FILETEA TODO EL CONTORNO DEL DELANTERO X2
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO : FILETEAR DELANTERO COMPLETO 50 X H";0;0;0
;PP-FP6013-1;FLATSE MEAR FL1;17;"FLATSE MEAR ";"PROCESO DELANTERO: SE UNE EL TIRO DEJANDO UN LARGO DE 3CM EN LA UNION 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR TIRO 60 X H";0;0;0
;PP-FP6013-1;FILETEADORA F4;18;"FILETEADORA ";"PROCESO DELANTERO: SE FILETEA TODO EL CONTORNO DEL POSTERIOR DEPENDIENDO DE LA CANTIDAD DE PIEZAS SEGUN LA REFERENCIA
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO : FILETEAR POSTERIOR COMPLETO 50 X H";0;0;0
;PP-FP6013-1;PLANA P4;19;PLANA;"PROCESO DELANTERO: SE LE COLOCA PIE SURCIDOR A LA MAQUINA, DEJANDO SURCIDA LA COPA AL ANCHO DEL CUERPO DEL DELANTERO
PUNTADAS POR PULGADAS P X P: 14
RECORRIDO OPERACIONAL DELANTERO : SURCIR COPAS";0;0;0
;PP-FP6013-1;COLLARIN (3 AGUJAS) C15;20;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: UNIR RESORTE EN LA PARTE INFERIOR DE LA COPA DE INICIO A FIN, VERIFICAR QUE LAS COSTURAS NO REVIENTEN, QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm Y LA COSTURA SEA UNIFORME
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR RESORTE COPAS 45 X H";0;0;0
;PP-FP6013-1;COLLARIN (3 AGUJAS) C20;21;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: SE UNE EL RESORTE AL DELANTERO EN LA PARTE SUPERIOR SEGUN MANUAL
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : UNIR RESORTE A DELANTERO EN SUPERIOR";0;0;0
;PP-FP6013-1;PLANA P2;22;PLANA;"PROCESO DELANTERO: SE UNE LA ABROCHADURA CONTINUA AL DELANTERO EN EL LADO DERECHO HEMBRA Y LADO IZQUIERDO MACHO HACIENDO REMATE AL FINALIZAR
PUNTADAS POR PULGADAS P X P: 14
RECORRIDO OPERACIONAL DELANTERO : UNIR ABROCHADURA EXTERNA 30 X H";0;0;0
;PP-FP6013-1;COLLARIN (3 AGUJAS) C7;23;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: SE FIGURA DE LA PARTE SUPERIOR A LA INFERIOR DE LA PRENDA, DEJANDO CAÍDA LA COSTURA AL BORDE DE LA ABROCHADURA HEMBRA Y MACHO
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURADO ABROCHADURA 70 X H";0;0;0
;PP-FP6013-1;BASS B2;24;BASS;"PROCESO DELANTERO: SE REMATA LA ABROCHADURA EN LA PARTE INFERIOR CUBRIENDO COSTURAS DE LA COLLARIN, SOBRE PASANDO MAXIMO 5 PUNTADAS 
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : REMATE DE ABROCHADURA DELANTERO";0;0;0
;PP-FP6013-1;COLLARIN (3 AGUJAS) C9;25;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: UNIR COPA EN LA PARTE SUPERIOR DE LA PRENDA DEJANDO 2mm EN LA PARTE DE ABAJO DEL RESORTE
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COPAS 45 X H";0;0;0
;PP-FP6013-1;COLLARIN (3 AGUJAS) C17;26;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: SE UNE LA COLA DE LYCRA A LA PARTE INFERIOR DE LA ESPALDA COMO INDICA EL PIQUETE, DEJANDO EL CENTRO EN PUNTA Y SE UNE LA PIERNA DEL COSTADO DE LA ESPALDA HACIA LA PARTE DE LA ENTRE PIERNA DE LA COLA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COLA Y PIERNA A PARTE SUPERIOR DE LA ESPALDA 45 X H";0;0;0
;PP-FP6013-1;FLATSE MEAR FL2;27;"FLATSE MEAR ";"PROCESO DELANTERO: SE UNE EL COSTADO DE LA PRENDA X2
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COSTADO 60 X H";0;0;0
;PP-FP6013-1;COLLARIN (3 AGUJAS) C4;28;COLLARIN (3 AGUJAS);"PROCESO DELANTERO: UNIR ENCAJE EN LA PARTE INFERIOR DE LA PIERNA DE INICIO A FIN, VERIFICAR QUE LAS COSTURAS NO REVIENTEN, QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm Y LA COSTURA SEA UNIFORME (MEDIDA DEL ENCAJE SEGUN LA DESCRIPCION) 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR ENCAJE FOLDER 75 X H";0;0;0
;PP-FP6013-1;FLATSE MEAR FL3;29;"FLATSE MEAR ";"PROCESO DELANTERO: SE UNE LA ENTREPIERNA X2 SIN DEJAR CAER LA COSTURA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR ENTREPIERNA 55 X H";0;0;0
;PP-FP6013-1;FILETEADORA F10;30;"FILETEADORA ";"PROCESO DELANTERO: SE EMPAREJA DELANTERO Y POSTERIOR DE INICIO A FIN ( SE MARQUILLA SEGUN REFERENCIA)
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO : EMPAREJAR DELANTERO X2 60 X H, X1 120 X H";0;0;0
;PP-FP6013-1;FILETEADORA F21;31;"FILETEADORA ";"PROCESO DELANTERO: SE UNE LA MANGA A LA SISA DE LA PRENDA SEGUN LA REFERENCIA
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : UNIR MANGA";0;0;0
;PP-FP6013-1;FILETEADORA F9;32;"FILETEADORA ";"PROCESO DELANTERO: SE FILETEA EL CONTORNO DE LA COLA Y DELANTERO DE LA PRENDA EN LA PARTE DE LA ENTRE PIERNA
PUNTADAS POR PULGADAS P X P: 18
RECORRIDO OPERACIONAL DELANTERO : FILETE PERLA ENTREPIERNA 60 X H";0;0;0
;PP-FP6013-1;MANUAL M10;33;MANUAL;"PROCESO DELANTERO: VERIFICAR QUE LAS DISTANCIAS ENTRE COSTURAS DE LA ENTREPIERNA ESTEN PAREJAS Y ANEXAR AL PAQUETE EL ALETILLON CORRESPONDIENTE A LA TALLA
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : VERIFICAR DISTANCIA DE COSTURAS Y ANEXAR ALETILLON";0;0;0
;PP-FP6013-1;ZIG ZAG Z2;34;ZIG ZAG;"PROCESO DELANTERO: SE UNE EL CIERRE CON ALETILLON EN TODO EL CONTORNO DE LA ENTREPIERNA, INICIANDO EN EL DELANTERO HACIA EL POSTERIOR
PUNTADAS POR PULGADAS P X P: ANCHO 0,4 LARGO 0,3 
RECORRIDO OPERACIONAL DELANTERO : UNIR CIERRE ENTREPIERNA 35 X H";0;0;0
;PP-FP6013-1;FILETEADORA F14;35;"FILETEADORA ";"PROCESO DELANTERO: FILETEAR ALETILLON SOLO PARTE INFERIOR
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : FILETE PERLA ALETILLON INTERNO200 X H";0;0;0
;PP-FP6013-1;COLLARIN (2 AGUJAS) C8;36;COLLARIN (2 AGUJAS);"PROCESO DELANTERO: SE SESGA LA PRENDA DE ACUERDO A LA REFERENCIA TENIENDO EN CUENTA QUE LAS COSTURAS NO REVIENTEN, QUÉ NO QUEDEN RECOGIDAS Y QUE QUEDEN UNIFORMES
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : SESGAR 75 X H";0;0;0
;PP-FP6013-1;PRESILLADORA PR2;37;PRESILLADORA;"PROCESO DELANTERO: SE PRESILLA DE ACUERDO A LA REFERENCIA, VER MANUAL
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : PRESILLAR COMPLETO 30X H";0;0;0
;PP-FP6015-1;PRE VERIFICACION;1;;TODAS LAS PUNTADAS SE DEBEN DE VERIFICAR QUE NO REVIENTEN ANTES DE INICIAR EL PROCESO EN LAS PRENDAS;0;0;0
;PP-FP6015-1;CORTE CO1;2;CORTE;"PROCESO DELANTERO: CORTAR SEGUN MINI TRAZO, VERIFICAR LAS ESPECIFICACIONES DEL MINI TRAZO, VERIFICAR QUE LAS LETRAS DEL TRAZO NO ESTEN MONTADAS, CORTE ENTREGA 1 TRAZO POR CADA COLOR A CORTAR, ASI TODAS LAS PIEZAS QUEDAN CON SU RESPECTIVO MOLDE. ENTREGAR REF COMPLETA A MODULO DE ALFILERADO, MARCAR LOS TIQUETES SEGUN PAQUETE CON LA REFERENCIA Y NOMBRE QUE CORRESPONDE DEL CLIENTE, PAQUETEADO POR SEPARADO DELANTEROS Y POSTERIORES, COLAS, COPAS, MANGAS PAQUETEANDO POR SEPARADO Y EN BOLSAS TRANSPARENTES CON TIQUETES MARCADOS EN REF, TALLA, COLOR, MARQUILLA, PAQUETE, CLIENTE. 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : CORTAR SEGUN MINI TRAZO, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;CORTE CO2;3;CORTE;"PROCESO DELANTERO: ENTREGAR REF COMPLETA A MODULO DE ALFILERADO, MARCAR LOS TIQUETES SEGUN PAQUETE CON LA REFERENCIA Y NOMBRE QUE CORRESPONDE DEL CLIENTE, PAQUETEADO POR SEPARADO DELANTEROS Y POSTERIORES, COLAS, COPAS, MANGAS PAQUETEANDO POR SEPARADO Y EN BOLSAS TRANSPARENTES CON TIQUETES MARCADOS EN REF, TALLA, COLOR, MARQUILLA, PAQUETE, CLIENTE. 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ENTREGAR A ALFILERADO, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;CORTE CB;4;CORTE;"PROCESO DELANTERO: SE ENVIAN PIEZAS MARCADAS CON COPA PREHORMADA A MODULO DE PREHORMADO (LAS COPAS)
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ENVIAR (COPAS) A MODULO DE PREHORMADO, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;MANUAL MN3;5;MANUAL;"PROCESO DELANTERO: CORTAR ABROCHADURA SEGUN REFERENCIA Y TALLA, VERIFICAR CON MANUAL 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : CORTAR ABROCHADURA 3 HILERAS, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FILETEADORA FILETE PERLA F17;6;FILETEADORA FILETE PERLA;"PROCESO DELANTERO: SE FILETEA ABROCHADURA HEMBRA PARTE INFERIOR POR EL REVEZ
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO : FILETEAR ABROCHADURA HEMBRA PARTE INFERIOR FILETE PERLA, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FILETEADORA FILETE PERLA F13;7;FILETEADORA FILETE PERLA;"PROCESO DELANTERO: FILETEAR PROTECTOR INTIMO O ALETILLON = (PREPARAR ALETILLON CON CIERRE DE ENTREPIERNA SEGUN MEDIDA POR REF Y TALLA)
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : FILETE PERLA ALETILLON 200 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;ALFILERADO DELANTERO A1;8;ALFILERADO DELANTERO;"PROCESO DELANTERO: ALFILERAR DELANTERO CON DELANTERO FORRO DE ACUERDO A REFERENCIA + (DELANTERO FORRO INTERNO SI LO TIENE) ENTREGAR REFERENCIA A PRODUCCION 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR DELANTERO X1 40 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;ALFILERADO AC;9;ALFILERADO;"PROCESO DELANTERO: ALFILERAR COPAS CON REFUERZOS DE COPAS (BRASIER) ENTREGAR REFERENCIA A PRODUCCION 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR COPAS CON REFUERZOS DE COPAS, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;ALFILERADO AP;10;ALFILERADO;"PROCESO DELANTERO: ALFILERAR POSTERIOR ENTREGAR REFERENCIA A PRODUCCION 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR POSTERIOR X16, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;ALFILERADO A3;11;ALFILERADO;"PROCESO DELANTERO: COLOCAR CORRECTORES DE POSTURA DE ACUERDO A LOS PIQUETES DEL POSTERIOR DE LA PRENDA, TENER EN CUENTA EL CENTRO DEL CRUCE DE COSTURAS, VERIFICAR CON MUESTRA FISICA SI LOS CORRECTORES QUEDAN POR EL DERECHO O POR EL REVEZ. ENTREGAR REFERENCIA A PRODUCCION 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : ALFILERAR CORRECTORES DE POSTURA 50 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C12;12;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR FORROS DE DELANTERO SIN DEJAR PESTAÑA CON LA AGUJA QUE CAE AL ORILLO, SEGUN REFERENCIA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURAR DELANTERO 75 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C13;13;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR CORRECTORES DE POSTURA, DEVOLVER POSTERIOR A ALFILERADO, VERIFICAR SIMETRIA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURAR CORRECTORES DE POSTURA 30 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;ALFILERADO A4;14;ALFILERADO;"PROCESO DELANTERO: MARCAR FIGURADOS CON PLANTILLAS, PIQUETES DE INDICACION (O REGLA SI SON RECTAS) SEGUN REFERENCIA Y TALLA 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : MARCAR FIGURADOS, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;PLANA PINZAS P5;15;PLANA PINZAS;"PROCESO DELANTERO: HACER PINZAS A COLAS, PIQUETES DE GUIA
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : PINZA X2 30 X H, X3 25 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FILETEADORA F1;16;"FILETEADORA ";"PROCESO DELANTERO: FILETEAR DELANTERO, PARA FIJAR FORRO CONTORNO (Y COPAS SI LAS TIENE)
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO : FILETEAR DELANTERO COMPLETO 70 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FILETEADORA F4;17;"FILETEADORA ";"PROCESO DELANTERO: FILETEAR POSTERIOR PARA FIJAR FORRO (PIERNAS)(Y MARQUILLAR SI EL DISEÑO LO REQUIERE) SEGUN REFERENCIA
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO : FILETEAR POSTERIOR COMPLETO 50 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;PLANA P4;18;PLANA;"PROCESO DELANTERO: CON PIE ZURCIDOR, DEJAR COPA DEL TAMAÑO DEL DELANTERO 
PUNTADAS POR PULGADAS P X P: 14
RECORRIDO OPERACIONAL DELANTERO : SURCIR COPAS, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C15;19;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR RESORTE EN LA PARTE INFERIOR DE LA COPA, Y EN EL RECORRIDO DEL DELANTERO (SE ZURCE SEGUN DISEÑO) VERIFICAR QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIJAR RESORTE COPAS 45 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C20;20;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR RESORTE EN CONTORNO SUPERIOR 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR RESORTE A DELANTERO EN SUPERIOR, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;PLANA P2;21;PLANA;"PROCESO DELANTERO: FIJAR ABROCHADURA HILERAS CONTINUAS AL DELANTERO 
PUNTADAS POR PULGADAS P X P: 14
RECORRIDO OPERACIONAL DELANTERO : FIJAR ABROCHADURA HILERAS CONTINUAS 30 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C7;22;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR ABROCHADURA HILERAS CONTINUAS VERTICALMENTE EN EL DELANTERO, PARA FAJA COMPLETA SI LA REF ES ABIERTA EN LA PARTE INTIMA FIJAR PARTE INFERIOR UNIENDO PROTECTOR INTIMO 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURADO ABROCHADURA 70 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C17;23;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: UNIR COLAS Y PIERNAS SEGUN DISEÑO, PIQUETES DE INDICACION TENER EN CUENTA (SI ES CON CIERRE DE ENTREPIERNA (SE UNE HASTA EL INICIO DE LA COLA O CUADRO DE CIERRE), CON PROTECTOR INTIMO ABIERTA DE ENTREPIERNA (SE DEJA ABIERTO 12 CM EN EL POSTERIOR), HUECO DE ENTREPÍERNA (LLEVA PIQUEES DE INDICACION O ES CERRADA LA ENTREPIERNA)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COLA Y PIERNA CON LA ESPALDA 45 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FLATSE MEAR FL2;24;"FLATSE MEAR ";"PROCESO DELANTERO: UNIR COSTADOS Y POSTERIOR ESPALDA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COSTADO 60 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C9;25;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR ABROCHADURA DE COPAS Y UNIR COPA EN LOS LATERALES DEJANDO LA PUNTADA CAIDA PARA QUE ABRACE EL FILETE (NO DEJAR PESTAÑAS DE LA COPA)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COPAS 45 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C4;26;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR ENCAJE EN PIERNA Y COLOCAR ENCAJE EN IMPERIO (SUPERIOR) SI LA PRENDA LO REQUIERE),QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm PARA ENCAJE SILICONADO 5 CM Y SIN CAERCE DE LA MORA PARA EL ENCAJE CELESTIAL 3 CM
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIJAR ENCAJE CON FOLDER 75 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FLATSE MEAR FL3;27;"FLATSE MEAR ";"PROCESO DELANTERO: SE UNE LA ENTREPIERNA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR ENTREPIERNA 55 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FILETEADORA F10;28;"FILETEADORA ";"PROCESO DELANTERO: EMPAREJAR DELANTERO SUPERIOR 
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO : EMPAREJAR DELANTERO X2 60 X H, X1 120 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FILETEADORA FILETE PERLA F7;29;FILETEADORA FILETE PERLA;"PROCESO DELANTERO: UNIR MANGAS Y HACER DOBLADILLO , FIJAR A LA SISA O FILETEAR SISA SI NO TIENE MANGA 
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : FILETE PERLA MANGA O SISA -MANGA 15 -SISA 50, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FILETEADORA FILETE PERLA F9;30;FILETEADORA FILETE PERLA;"PROCESO DELANTERO: FILETEAR HUECO DE ENTREPIERNA, PARA EMPAREJAR
PUNTADAS POR PULGADAS P X P: 18
RECORRIDO OPERACIONAL DELANTERO : FILETE PERLA, FILETEAR HUECO DE LA ENTREPIERNA, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;MANUAL M10;31;MANUAL;"PROCESO DELANTERO: VERIFICAR QUE LAS DISTANCIAS ENTRE COSTURAS DE LA ENTREPIERNA ESTEN PAREJAS Y ANEXAR AL PAQUETE EL ALETILLON PREPARADO CON EL CIERRE CORRESPONDIENTE A LA REFERENCIA Y TALLA
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO : VERIFICAR DISTANCIA DE COSTURAS Y ANEXAR ALETILLON, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;ZIG ZAG Z2;32;ZIG ZAG;"PROCESO DELANTERO: COLOCAR CIERRE CON ALETILLON EN EL HUECO DE ENTREPIERNA, SE DEJA EN FORMA DE CUADRO EN EL POSTERIOR, LOS PUNTEROS METALICOS QUEDAN AL ORILLO DEL INICIO Y DEL FINAL DEL HUECO DE LA ENTREPIERNA 
PUNTADAS POR PULGADAS P X P: ANCHO 0,4 LARGO 0,3 
RECORRIDO OPERACIONAL DELANTERO : FIJAR CIERRE ENTREPIERNA 35 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;BASS B4;33;BASS;"PROCESO DELANTERO: SE FIJA LA ABROCHADURA MACHO EN LA PARTE INFERIOR CUBRIENDO COSTURAS DE LA COLLARIN 
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : REMATE EN ABROCHADURA MACHO, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;FILETEADORA FILETE PERLA F14;34;FILETEADORA FILETE PERLA;"PROCESO DELANTERO: FILETEAR ALETILLON DE ENTREPIERNA POR EL REVEZ PARTE POSTERIOR FINAL DE CIERRE
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : FILETE PERLA ALETILLON (EMPAREJAR) 200 X H, VER MUESTRA FISICA";0;0;0
;PP-FP6015-1;COLLARIN (2 AGUJAS SIN RECUBRIDOR) C8;35;COLLARIN (2 AGUJAS SIN RECUBRIDOR);"PROCESO DELANTERO: SESGAR PRENDA SEGUN REFERENCIA (SI TIENE VELCRO CON SESGO ALGODON)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : SESGAR 75 X H, VER MUESTRA FISICA";0;0;0
